PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18649467","Comparison of slot scanning digital mammography system with full-field digital mammography system","Lai CJ, Shaw CC, Geiser W, Chen L, Arribas E, Stephens T, Davis PL, Ayyar GP, Dogan BE, Nguyen VA, Whitman GJ, Yang WT.","Med Phys. 2008 Jun;35(6):2339-46. doi: 10.1118/1.2919768.","Lai CJ","Med Phys","2008","2008/07/25","PMC2809719","","10.1118/1.2919768"
"18649466","Determination of time-course change rate for arterial xenon using the time course of tissue xenon concentration in xenon-enhanced computed tomography","Sase S, Takahashi H, Ikeda H, Kobayashi M, Matsumoto N, Suzuki M.","Med Phys. 2008 Jun;35(6):2331-8. doi: 10.1118/1.2912021.","Sase S","Med Phys","2008","2008/07/25","","","10.1118/1.2912021"
"18649465","Semiautomated three-dimensional segmentation software to quantify carpal bone volume changes on wrist CT scans for arthritis assessment","Duryea J, Magalnick M, Alli S, Yao L, Wilson M, Goldbach-Mansky R.","Med Phys. 2008 Jun;35(6):2321-30. doi: 10.1118/1.2900111.","Duryea J","Med Phys","2008","2008/07/25","PMC2673630","","10.1118/1.2900111"
"18649464","Dosimetric characterization of CyberKnife radiosurgical photon beams using polymer gels","Pantelis E, Antypas C, Petrokokkinos L, Karaiskos P, Papagiannis P, Kozicki M, Georgiou E, Sakelliou L, Seimenis I.","Med Phys. 2008 Jun;35(6):2312-20. doi: 10.1118/1.2919099.","Pantelis E","Med Phys","2008","2008/07/25","","","10.1118/1.2919099"
"18649463","Radiochromic film dosimetry: reflection vs transmission scanning","Kalef-Ezra J, Karava K.","Med Phys. 2008 Jun;35(6):2308-11. doi: 10.1118/1.2919092.","Kalef-Ezra J","Med Phys","2008","2008/07/25","","","10.1118/1.2919092"
"18649462","An analysis of tolerance levels in IMRT quality assurance procedures","Basran PS, Woo MK.","Med Phys. 2008 Jun;35(6):2300-7. doi: 10.1118/1.2919075.","Basran PS","Med Phys","2008","2008/07/25","","","10.1118/1.2919075"
"18649461","Reducing monitor units for robotic radiosurgery by optimized use of multiple collimators","Pöll JJ, Hoogeman MS, Prévost JB, Nuyttens JJ, Levendag PC, Heijmen BJ.","Med Phys. 2008 Jun;35(6):2294-9. doi: 10.1118/1.2919090.","Pöll JJ","Med Phys","2008","2008/07/25","","","10.1118/1.2919090"
"18649460","Energy spectrum based calculation of the half and the tenth value layers for brachytherapy sources using a semiempirical parametrized mass attenuation coefficient formulism","Yue NJ.","Med Phys. 2008 Jun;35(6):2286-93. doi: 10.1118/1.2905356.","Yue NJ","Med Phys","2008","2008/07/25","","","10.1118/1.2905356"
"18649459","Optimization of deterministic transport parameters for the calculation of the dose distribution around a high dose-rate 192Ir brachytherapy source","Gifford KA, Price MJ, Horton JL Jr, Wareing TA, Mourtada F.","Med Phys. 2008 Jun;35(6):2279-85. doi: 10.1118/1.2919074.","Gifford KA","Med Phys","2008","2008/07/25","","","10.1118/1.2919074"
"18649458","Biopsy needle tips with markers--MR compatible needles for high-precision needle tip positioning","Müller-Bierl BM, Martirosian P, Graf H, Boss A, König C, Pereira PL, Schick F.","Med Phys. 2008 Jun;35(6):2273-8. doi: 10.1118/1.2919082.","Müller-Bierl BM","Med Phys","2008","2008/07/25","","","10.1118/1.2919082"
"18649457","Comments on shielding for dual energy accelerators","Rossi MC, Lincoln HM, Quarin DJ, Zwicker RD.","Med Phys. 2008 Jun;35(6):2267-72. doi: 10.1118/1.2911158.","Rossi MC","Med Phys","2008","2008/07/25","","","10.1118/1.2911158"
"18649456","Accuracy of dose measurements and calculations within and beyond heterogeneous tissues for 6 MV photon fields smaller than 4 cm produced by Cyberknife","Wilcox EE, Daskalov GM.","Med Phys. 2008 Jun;35(6):2259-66. doi: 10.1118/1.2912179.","Wilcox EE","Med Phys","2008","2008/07/25","","","10.1118/1.2912179"
"18649455","Automated computer optimization for 3D treatment planning of breast irradiation","Chen GP, Ahunbay E, Li XA.","Med Phys. 2008 Jun;35(6):2253-8. doi: 10.1118/1.2911869.","Chen GP","Med Phys","2008","2008/07/25","","","10.1118/1.2911869"
"18649454","Feasibility studies of a passive scatter proton therapy nozzle without a range modulator wheel","Harvey MC, Polf JC, Smith AR, Mohan R.","Med Phys. 2008 Jun;35(6):2243-52. doi: 10.1118/1.2912360.","Harvey MC","Med Phys","2008","2008/07/25","","","10.1118/1.2912360"
"18649453","Delivery verification using 3D dose reconstruction based on fluorescence measurement in a carbon beam scanning irradiation system","Furukawa T, Saotome N, Inaniwa T, Sato S, Noda K, Kanai T.","Med Phys. 2008 Jun;35(6):2235-42. doi: 10.1118/1.2911868.","Furukawa T","Med Phys","2008","2008/07/25","","","10.1118/1.2911868"
"18649452","An EPID response calculation algorithm using spatial beam characteristics of primary, head scattered and MLC transmitted radiation","Rosca F, Zygmanski P.","Med Phys. 2008 Jun;35(6):2224-34. doi: 10.1118/1.2911870.","Rosca F","Med Phys","2008","2008/07/25","","","10.1118/1.2911870"
"18649451","Design and evaluation of a novel breast cancer detection system combining both thermoacoustic (TA) and photoacoustic (PA) tomography","Pramanik M, Ku G, Li C, Wang LV.","Med Phys. 2008 Jun;35(6):2218-23. doi: 10.1118/1.2911157.","Pramanik M","Med Phys","2008","2008/07/25","PMC2673632","","10.1118/1.2911157"
"18649450","A statistical approach to infer the minimum setup distance of a well chamber to the wall or to the floor for 192Ir HDR calibration","Chang L, Ho SY, Chui CS, Lee JH, Du YC, Chen T.","Med Phys. 2008 Jun;35(6):2214-7. doi: 10.1118/1.2911156.","Chang L","Med Phys","2008","2008/07/25","","","10.1118/1.2911156"
"18649449","Object detectability at increased ambient lighting conditions","Pollard BJ, Chawla AS, Delong DM, Hashimoto N, Samei E.","Med Phys. 2008 Jun;35(6):2204-13. doi: 10.1118/1.2907566.","Pollard BJ","Med Phys","2008","2008/07/25","","","10.1118/1.2907566"
"18649448","Point/counterpoint. A professional doctoral degree that does not require dissertation research is an appropriate alternative to a Ph.D. as preparation for a career in medical physics","Hazle JD, Mah D, Orton CG.","Med Phys. 2008 Jun;35(6):2201-3. doi: 10.1118/1.2901091.","Hazle JD","Med Phys","2008","2008/07/25","","","10.1118/1.2901091"
"28513050","Sci-Thurs PM: Delivery-03: Optical imaging of microscopic radiation dose gradients using a digital microscope","Keller BM, Peressotti C, Pignol JP.","Med Phys. 2008 Jul;35(7Part1):3399. doi: 10.1118/1.2965910.","Keller BM","Med Phys","2008","2017/05/18","","","10.1118/1.2965910"
"28513041","Erratum: ""Out-of-field dose equivalents delivered by proton therapy of prostate cancer""","Wroe A, Rosenfeld A, Schulte R.","Med Phys. 2008 Jul;35(7Part1):3398. doi: 10.1118/1.2940156.","Wroe A","Med Phys","2008","2017/05/18","","","10.1118/1.2940156"
"28513039","Sci-Thurs PM: Delivery-01: Sliding Window IMRT: Uncertainties of the leading edge and plateau of the beam profile","Grigorov G, Chow J, Yazdani N, Barnett R.","Med Phys. 2008 Jul;35(7Part1):3399. doi: 10.1118/1.2965908.","Grigorov G","Med Phys","2008","2017/05/18","","","10.1118/1.2965908"
"28513032","COMS eye plaque brachytherapy dosimetry simulations for P103d, I125, and C131s","Melhus CS, Rivard MJ.","Med Phys. 2008 Jul;35(7Part1):3364-3371. doi: 10.1118/1.2940604.","Melhus CS","Med Phys","2008","2017/05/18","","","10.1118/1.2940604"
"28513027","Sci-Thurs PM: Delivery-02: Improving image quality produced by CCD cameras exposed to stray radiation from a medical linac","Archambault L, Briere TM, Beddar S.","Med Phys. 2008 Jul;35(7Part1):3399. doi: 10.1118/1.2965909.","Archambault L","Med Phys","2008","2017/05/18","","","10.1118/1.2965909"
"28512915","BOOKS AND PUBLICATIONS","","Med Phys. 2008 Jul;35(7Part3):3396-3397. doi: 10.1002/j.2473-4209.2008.tb00483.x.","","Med Phys","2008","2017/05/18","","","10.1002/j.2473-4209.2008.tb00483.x"
"28512914","Sci-Sat AM(1): Imaging-05: Analytical scatter estimation for cone-beam computed tomography","Ingleby H, Elbakri I, Rickey D, Pistorius S.","Med Phys. 2008 Jul;35(7Part3):3415. doi: 10.1118/1.2965989.","Ingleby H","Med Phys","2008","2017/05/18","","","10.1118/1.2965989"
"28512913","Sci-Fri PM: Planning-06: Verification of a Monte Carlo based treatment planning system in a homogeneous water phantom","Nairz O, Cygler J, Clark B.","Med Phys. 2008 Jul;35(7Part3):3413. doi: 10.1118/1.2965978.","Nairz O","Med Phys","2008","2017/05/18","","","10.1118/1.2965978"
"28512912","Sci-Fri AM: YIS-05: A new guidance device for lateral-approach stereotactic breast biopsy","Ma K, Bax J, Kornecki A, Mundt Y, Fenster A.","Med Phys. 2008 Jul;35(7Part3):3410-3411. doi: 10.1118/1.2965967.","Ma K","Med Phys","2008","2017/05/18","","","10.1118/1.2965967"
"28512911","Sci-Sat AM(2): Brachy-04: Spectral and dosimetric study of the Xoft electronic brachytherapy system","Liu D, Reniers B, Poon E, Bazalova M, Rusch T, Verhaegen F.","Med Phys. 2008 Jul;35(7Part3):3416. doi: 10.1118/1.2965996.","Liu D","Med Phys","2008","2017/05/18","","","10.1118/1.2965996"
"28512910","Sci-Sat AM(1): Imaging-01: Tumour and normal tissue T2 and ADC distributions for a mouse model at 9.4T","Larocque M, Syme A, Fallone BG.","Med Phys. 2008 Jul;35(7Part3):3414. doi: 10.1118/1.2965985.","Larocque M","Med Phys","2008","2017/05/18","","","10.1118/1.2965985"
"28512909","Sci-Fri PM: Planning-02: MRI-based radiation treatment planning for an MRI-linac system","Stanescu T, Kirkby C, Jans H, Wachowicz K, Rathee S, Carlone M, Murray B, Fallone G.","Med Phys. 2008 Jul;35(7Part3):3412. doi: 10.1118/1.2965974.","Stanescu T","Med Phys","2008","2017/05/18","","","10.1118/1.2965974"
"28512908","Sci-Fri AM: YIS-01: Comprehensive MR distortion correction: Phantom validation and in-vivo application","Baldwin LN, Wachowicz K, Fallone BG.","Med Phys. 2008 Jul;35(7Part3):3410. doi: 10.1118/1.2965963.","Baldwin LN","Med Phys","2008","2017/05/18","","","10.1118/1.2965963"
"28512907","Sci-Sat AM(1): Imaging-08: Small animal APD PET detector with submillimetric resolution for molecular imaging","Bérard P, Bergeron M, Pepin CM, Cadorette J, Tétrault MA, Viscogliosi N, Fontaine R, Dautet H, Davies M, Lecomte R.","Med Phys. 2008 Jul;35(7Part3):3415-3416. doi: 10.1118/1.2965992.","Bérard P","Med Phys","2008","2017/05/18","","","10.1118/1.2965992"
"28512906","Sci-Fri PM: Planning-09: An EGSnrc investigation of ion chamber response to Co-60 beams","La Russa DJ, Rogers D.","Med Phys. 2008 Jul;35(7Part3):3413-3414. doi: 10.1118/1.2965981.","La Russa DJ","Med Phys","2008","2017/05/18","","","10.1118/1.2965981"
"28512905","Sci-Fri AM: YIS-08: Prototype fan beam optical computed tomography scanner for three-dimensional dose verification in radiation therapy","Rudko D, Wells D, Jirasek A.","Med Phys. 2008 Jul;35(7Part3):3411. doi: 10.1118/1.2965970.","Rudko D","Med Phys","2008","2017/05/18","","","10.1118/1.2965970"
"28512904","Sci-Fri PM: Planning-07: A low diffusion radiochromic gel dosimeter for three-dimensional radiation dosimetry","Babic S, Battista J, Jordan K.","Med Phys. 2008 Jul;35(7Part3):3413. doi: 10.1118/1.2965979.","Babic S","Med Phys","2008","2017/05/18","","","10.1118/1.2965979"
"28512903","Sci-Fri AM: YIS-06: On-line adaptive radiation therapy based on the intra-fractional digital tomosynthesis images","Mestrovic A, Nichol A, Clark B, Otto K.","Med Phys. 2008 Jul;35(7Part3):3411. doi: 10.1118/1.2965968.","Mestrovic A","Med Phys","2008","2017/05/18","","","10.1118/1.2965968"
"28512902","Sci-Sat AM(2): Brachy-05: Dosimetry effects of the TG-43 approximations for two iodine seeds in LDR brachytherapy","Furstoss C, Bertrand MJ, Poon E, Reniers B, Pignol JP, Carrier JF, Beaulieu L, Verhaegen F.","Med Phys. 2008 Jul;35(7Part3):3416-3417. doi: 10.1118/1.2965997.","Furstoss C","Med Phys","2008","2017/05/18","","","10.1118/1.2965997"
"28512901","Sci-Sat AM(1): Imaging-02: Comparison between experimental measurements and Monte Carlo simulations for the off-focal radiation in diagnostic x-ray systems","Ali E, Rogers D.","Med Phys. 2008 Jul;35(7Part3):3414. doi: 10.1118/1.2965986.","Ali E","Med Phys","2008","2017/05/18","","","10.1118/1.2965986"
"28512900","Sci-Fri PM: Planning-03: Fundamental understanding of the inter-relation of arc range, angular dose rate and MLC leaf position optimization of Intensity Modulated Arc Therapy for a concave target","Oliver M, Chen J, Wong E.","Med Phys. 2008 Jul;35(7Part3):3412. doi: 10.1118/1.2965975.","Oliver M","Med Phys","2008","2017/05/18","","","10.1118/1.2965975"
"28512899","Sci-Fri AM: YIS-02: Evaluation of the LabPET4 imaging capabilities for in vivo small animal imaging","Bergeron M, Cadorette J, Tétrault MA, Viscogliosi N, Beaudoin JF, Selivanov V, Fontaine R, Lecomte R.","Med Phys. 2008 Jul;35(7Part3):3410. doi: 10.1118/1.2965964.","Bergeron M","Med Phys","2008","2017/05/18","","","10.1118/1.2965964"
"28512898","Sci-Sat AM(2): Brachy-01: A novel HDR Ir-192 brachytherapy water calorimeter standard","Sarfehnia A, Seuntjens J.","Med Phys. 2008 Jul;35(7Part3):3416. doi: 10.1118/1.2965993.","Sarfehnia A","Med Phys","2008","2017/05/18","","","10.1118/1.2965993"
"28512897","Sci-Fri PM: Planning-10: The replacement correction factors for cylindrical chambers in megavoltage beams","Wang L, Rogers D.","Med Phys. 2008 Jul;35(7Part3):3414. doi: 10.1118/1.2965982.","Wang L","Med Phys","2008","2017/05/18","","","10.1118/1.2965982"
"28512896","Sci-Fri AM: YIS-09: The effect of magnetic interference on a coupled MR-linac system: Optimization of 3D FEM linac model","St Aubin J, Steciw S, Carlone M, Fallone BG.","Med Phys. 2008 Jul;35(7Part3):3411. doi: 10.1118/1.2965971.","St Aubin J","Med Phys","2008","2017/05/18","","","10.1118/1.2965971"
"28512895","Poster - Thurs Eve-41: Imaging and radiation delivery in helical tomotherapy: Phantom study of a moving target","Gallagher C, Yartsev S, Van Dyk J.","Med Phys. 2008 Jul;35(7Part3):3409. doi: 10.1118/1.2965960.","Gallagher C","Med Phys","2008","2017/05/18","","","10.1118/1.2965960"
"28512894","Sci-Fri AM: YIS-07: A new paradigm for improving IMRT: Selection of beam orientations by optimizing beam intersection volume","Potrebko P, McCurdy B.","Med Phys. 2008 Jul;35(7Part3):3411. doi: 10.1118/1.2965969.","Potrebko P","Med Phys","2008","2017/05/18","","","10.1118/1.2965969"
"28512893","Sci-Sat AM(2): Brachy-06: A Comparison of MR/CT fusion versus CT alone for assessment of implant quality in permanent prostate brachytherapy","Sasaki DK, Malkoske K, Bews J, Cho P, Drachenberg D, Chowdhury A.","Med Phys. 2008 Jul;35(7Part3):3417. doi: 10.1118/1.2965998.","Sasaki DK","Med Phys","2008","2017/05/18","","","10.1118/1.2965998"
"28512892","Poster - Thurs Eve-39: Full 3D dose calculation for total body irradiation: A comparison study between treatment planning systems in homogeneous and heterogeneous conditions","Lavallée MC, Gingras L, Aubin S, Côté C, Larochelle M, Chrétien M, Beaulieu L.","Med Phys. 2008 Jul;35(7Part3):3408. doi: 10.1118/1.2965958.","Lavallée MC","Med Phys","2008","2017/05/18","","","10.1118/1.2965958"
"28512891","Sci-Sat AM(1): Imaging-03: On-line dynamic contrast enhanced cone-beam CT for measuring","Tang Q, Kim S, Clarkson R, Cho YB, Moseley D, Yeung I.","Med Phys. 2008 Jul;35(7Part3):3414-3415. doi: 10.1118/1.2965987.","Tang Q","Med Phys","2008","2017/05/18","","","10.1118/1.2965987"
"28512890","Sci-Fri PM: Planning-04: Dose escalation study using anatomy-based aperture IMRT and SPECT perfusion images for lung cancer","St-Hilaire J, Lavoie C, Beaulieu F, Dagnault A, Morin F, Gingras L, Tremblay D, Beaulieu L.","Med Phys. 2008 Jul;35(7Part3):3412-3413. doi: 10.1118/1.2965976.","St-Hilaire J","Med Phys","2008","2017/05/18","","","10.1118/1.2965976"
"28512889","Sci-Sat AM(2): Brachy-08: Monte Carlo calculations of 192Ir high dose rate brachytherapy treatment plans using CT and cone beam CT images","Poon E, Verhaegen F.","Med Phys. 2008 Jul;35(7Part3):3417. doi: 10.1118/1.2966000.","Poon E","Med Phys","2008","2017/05/18","","","10.1118/1.2966000"
"28512888","Sci-Fri AM: YIS-03: Simulated annealing optimization of the pre-target electron beam in Monte Carlo virtual linac models","Bush K, Zavgorodni S, Beckham W.","Med Phys. 2008 Jul;35(7Part3):3410. doi: 10.1118/1.2965965.","Bush K","Med Phys","2008","2017/05/18","","","10.1118/1.2965965"
"28512887","Sci-Sat AM(2): Brachy-02: Image guided brachytherapy (IGBT) for HDR prostate treatment : Pre-treatment verification using cone beam imaging to determine catheter displacement","Holly R, Sankreacha R, Morton G.","Med Phys. 2008 Jul;35(7Part3):3416. doi: 10.1118/1.2965994.","Holly R","Med Phys","2008","2017/05/18","","","10.1118/1.2965994"
"28512886","Sci-Fri PM: Planning-11: Selection and optimization of angiographic roadmap images for magnetic resonance guided catheter tracking","Chen HS, Draper JN, Andersen LB, Sabati M, Frayne R.","Med Phys. 2008 Jul;35(7Part3):3414. doi: 10.1118/1.2965983.","Chen HS","Med Phys","2008","2017/05/18","","","10.1118/1.2965983"
"28512885","Sci-Fri AM: YIS-10: Development of a flat panel detector with avalanche gain for low-dose x-ray imaging","Wronski MM, Reznik A, Rowlands JA, Zhao W, Segui JA.","Med Phys. 2008 Jul;35(7Part3):3411-3412. doi: 10.1118/1.2965972.","Wronski MM","Med Phys","2008","2017/05/18","","","10.1118/1.2965972"
"28512884","Poster - Thurs Eve-42: A revision of the γ-evaluation: Initial interpretation of dose disagreements on γ-vector fields","Holmes O, Darko J, Dhanesar S, Olding T, Schreiner LJ.","Med Phys. 2008 Jul;35(7Part3):3409. doi: 10.1118/1.2965961.","Holmes O","Med Phys","2008","2017/05/18","","","10.1118/1.2965961"
